Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2017-08-11,-0.2753086,-70.56,0.0,1.6130000000000009,-0.93,-1.14,1.42,0.7,-2.06,0.76,3.64,-1.77,2.16,-0.57,-1.26,1.28,1.35,-0.28,0.73,-0.53,1.29,2.28,-1.3,0.12,3.5,-21.27,14.53,-19.91,15.51,15.51,0.567406536929556,0.5682832956225643,-0.0008767586930082,-4.39,2.58,-6.37,0.32,-1.69,-1.5,0.66,-4.68,0.3,1.87,12.99,14.69,-3.44,-2.33,-1.56,0
2017-08-18,-0.3868225,-141.91000000000005,0.0,-0.5917499999999997,-1.73,0.39,-0.97,-0.63,0.34,-0.96,3.05,0.05,-0.5,-1.49,0.39,-0.92,-0.26,0.8,0.19,-1.45,1.75,3.12,-2.18,3.01,4.61,-24.03,-13.97,61.54,14.26,14.26,0.5658134352030838,0.5487905207836814,0.0170229144194024,-4.58,3.8,-4.19,-3.08,1.03,-4.57,-1.41,-2.2,2.45,9.53,12.18,0.92,-6.17,2.14,2.17,0
2017-08-25,-0.463203,-13.579999999999984,0.0,0.7132500000000007,0.45,0.76,-1.35,-0.29,2.01,-0.53,2.24,1.78,-0.85,0.31,1.0,-1.18,0.03,1.55,-0.2,-0.8,2.29,2.29,-1.12,1.95,2.83,-30.8,-14.61,144.51,11.28,11.28,0.5551157154062113,0.5708363237221282,-0.0157206083159169,-5.27,1.16,-2.37,-0.32,1.17,-4.76,0.42,0.19,6.04,6.51,15.33,-2.47,-2.39,0.53,1.48,0
2017-09-01,-0.445544,74.95999999999998,0.0,0.4752500000000008,-0.49,1.87,-0.88,-0.61,2.78,0.45,2.81,3.31,-1.11,-0.48,2.04,-0.63,0.15,2.17,0.01,-0.15,3.13,1.77,-1.16,3.62,2.27,-27.84,-15.84,142.93,10.13,10.13,0.556919938081383,0.573677051706775,-0.016757113625392,-7.84,-0.31,0.62,-2.01,2.92,-4.87,-3.44,3.3,7.32,9.5,11.85,-6.81,-4.24,-0.25,6.34,0
2017-09-08,-0.333199,463.68,0.0,0.2540000000000003,-0.17,-0.32,1.97,-0.45,1.45,2.84,1.1,4.48,1.05,-0.19,0.05,2.1,0.5,1.64,1.66,1.25,0.17,2.52,-0.03,2.51,1.23,-19.91,-21.27,153.85,12.12,12.12,0.5482339189699605,0.5641605137927298,-0.0159265948227692,-8.4,-3.08,1.39,-4.17,1.0,-0.91,-2.55,2.44,9.43,9.53,5.37,1.06,-1.64,-3.81,4.44,0
2017-09-15,-0.1838578199999999,-53.01999999999998,0.0,2.248500000000001,-2.33,-1.34,4.43,-2.0,0.05,4.55,-0.85,3.59,3.77,-2.22,-1.04,4.41,-0.71,0.42,3.22,2.65,-1.37,2.03,2.52,-0.62,2.37,88.39,-20.85,4.74,10.17,10.17,0.5307001221106483,0.5653288813416949,-0.0346287592310465,-5.37,-5.26,2.46,-6.18,-2.16,4.46,1.14,-1.57,9.49,-0.15,8.25,9.32,1.43,-6.25,0.89,0
2017-09-22,0.003841,-105.69,0.0,-0.1314999999999997,-1.3,-0.48,2.91,-0.98,-0.85,3.23,-1.03,2.02,2.58,-1.22,-0.52,2.97,-0.54,0.03,3.18,2.83,-1.22,2.06,4.31,-2.2,0.4,174.23,-26.91,-0.89,9.59,9.59,0.5310704248949698,0.558529324330166,-0.0274588994351961,-1.52,-6.76,2.17,-5.3,-1.28,4.13,5.29,-0.35,5.42,-1.91,7.02,8.94,3.37,-4.1,0.13,0
2017-09-29,0.2301677,-104.43,0.0,-1.889749999999999,-0.88,-0.49,1.79,0.45,-0.61,1.36,-1.11,2.81,3.03,-0.63,-0.48,1.74,0.01,0.15,2.14,1.77,-0.15,1.7,2.98,-1.57,-0.49,161.63,-22.52,9.11,9.51,9.51,0.5240609050646349,0.556919938081383,-0.032859033016748,0.62,-7.84,-4.94,-4.87,-2.01,3.26,7.32,-3.44,4.32,-6.81,9.5,7.37,6.34,-4.24,1.74,0
2017-10-06,0.4542228,-472.56,0.0,0.0722500000000003,1.97,-0.17,0.5,2.84,-0.45,1.52,1.05,1.1,2.2,2.1,-0.19,0.7,1.66,0.5,1.4,2.52,1.25,1.56,1.23,-0.03,0.55,51.23,26.11,12.3,9.65,9.65,0.501640075274597,0.5482339189699605,-0.0465938436953635,1.39,-8.4,-3.65,-0.91,-4.17,3.56,9.43,-2.55,5.87,1.06,9.53,3.26,4.44,-1.64,1.19,0
2017-10-13,0.5877763,129.49,0.0,1.571500000000001,4.43,-2.33,-1.36,4.55,-2.0,-1.18,3.77,-0.85,0.53,4.41,-2.22,-1.28,3.22,-0.71,-0.05,2.03,2.65,0.6,2.37,2.52,-2.01,13.46,117.8,-2.97,9.61,9.61,0.5062020956669595,0.5307001221106483,-0.0244980264436888,2.46,-5.37,-6.33,4.46,-6.18,0.93,9.49,1.14,3.28,9.32,-0.15,-3.72,0.89,1.43,0.88,0
2017-10-20,0.62350959,-39.839999999999975,0.0,1.1142500000000006,2.91,-1.3,-1.89,3.23,-0.98,-1.73,2.58,-1.03,0.3,2.97,-1.22,-1.84,3.18,-0.54,-1.26,2.06,2.83,-0.12,0.4,4.31,-1.54,1.14,148.86,10.16,9.97,9.97,0.5012452218488657,0.5310704248949698,-0.0298252030461041,2.17,-1.52,-5.47,4.13,-5.3,5.46,5.42,5.29,0.24,8.94,-1.91,-6.54,0.13,3.37,-1.51,0
2017-10-27,0.6211599,-69.83999999999997,0.0,-0.7614999999999998,1.79,-0.88,-1.27,1.36,0.45,-1.0,3.03,-1.11,-0.48,1.74,-0.63,-1.21,2.14,0.01,-0.93,1.7,1.77,1.23,-0.49,2.98,0.23,7.23,153.85,1.96,9.8,9.8,0.5045886825948449,0.5240609050646349,-0.0194722224697899,-4.94,0.62,3.02,3.26,-4.87,4.59,4.32,7.32,0.68,7.37,-6.81,-1.32,1.74,6.34,-4.09,0
2017-11-03,0.5819734,426.62,0.0,-0.1844999999999984,0.5,1.97,-3.44,1.52,2.84,-3.02,2.2,1.05,-2.08,0.7,2.1,-3.32,1.4,1.66,-2.18,1.56,2.52,1.17,0.55,1.23,-0.09,1.13,4.74,15.66,9.14,9.14,0.476724071340155,0.501640075274597,-0.0249160039344419,-3.65,1.39,3.36,3.56,-0.91,2.12,5.87,9.43,-4.8,3.26,1.06,-10.58,1.19,4.44,-3.92,0
2017-11-10,0.5513211,-163.8,0.0,-1.4862499999999996,-1.36,4.43,-0.53,-1.18,4.55,-0.14,0.53,3.77,-1.92,-1.28,4.41,-0.5,-0.05,3.22,-1.5,0.6,2.03,1.63,-2.01,2.37,1.53,19.32,-9.71,4.3,11.29,11.29,0.4838213512234395,0.5062020956669595,-0.02238074444352,-6.33,2.46,9.63,0.93,4.46,5.4,3.28,9.49,-2.79,-3.72,9.32,-4.72,0.88,0.89,0.48,0
2017-11-17,0.532254,-19.31,0.0,-1.4869999999999983,-1.89,2.91,1.49,-1.73,3.23,1.27,0.3,2.58,-0.83,-1.84,2.97,1.41,-1.26,3.18,0.38,-0.12,2.06,2.58,-1.54,0.4,3.69,1.7,4.2,-8.98,11.43,11.43,0.4984465146596232,0.5012452218488657,-0.0027987071892424,-5.47,2.17,9.32,5.46,4.13,0.57,0.24,5.42,2.45,-6.54,8.94,2.63,-1.51,0.13,0.64,0
2017-11-24,0.492011,342.98,0.0,1.3425000000000018,-1.27,1.79,2.47,-1.0,1.36,2.69,-0.48,3.03,0.42,-1.21,1.74,2.46,-0.93,2.14,1.17,1.23,1.7,1.94,0.89,-0.06,1.06,1.32,-1.3,1.52,9.67,9.67,0.5011799619725411,0.5045886825948449,-0.0034087206223037,3.02,-4.94,6.76,4.59,3.26,4.61,0.68,4.32,3.17,-1.32,7.37,3.6,-4.09,1.74,1.69,0
2017-12-01,0.452287,-473.42,0.0,-0.36675,-3.44,0.5,5.08,-3.02,1.52,4.48,-2.08,2.2,4.05,-3.32,0.7,4.89,-2.18,1.4,2.8,1.17,1.56,2.72,0.26,0.37,3.32,4.04,-4.9,-3.88,11.43,11.43,0.5255112316025062,0.476724071340155,0.0487871602623511,3.36,-3.65,7.55,2.12,3.56,4.22,-4.8,5.87,6.54,-10.58,3.26,15.11,-3.92,1.19,4.2,1
2017-12-08,0.406723,86.81,0.0,-2.402499999999999,-0.53,-1.36,4.8,-0.14,-1.18,3.84,-1.92,0.53,4.84,-0.5,-1.28,4.63,-1.5,-0.05,4.61,1.63,0.6,4.28,0.98,-1.5,3.68,6.4,5.87,0.4,9.58,9.58,0.5291890756744287,0.4838213512234395,0.0453677244509892,9.63,-6.33,2.44,5.4,0.93,1.39,-2.79,3.28,7.66,-4.72,-3.72,17.32,0.48,0.88,3.26,1
2017-12-15,0.3270084,418.15,0.0,-0.0412499999999997,1.49,-1.89,3.14,1.27,-1.73,3.6,-0.83,0.3,4.52,1.41,-1.84,3.25,0.38,-1.26,4.1,2.58,-0.12,5.48,2.64,-1.55,5.44,-8.98,1.7,28.21,9.42,9.42,0.5369280432838879,0.4984465146596232,0.0384815286242646,9.32,-5.47,-1.84,0.57,5.46,-1.02,2.45,0.24,2.2,2.63,-6.54,12.2,0.64,-1.51,6.05,1
2017-12-22,0.2448426999999999,-223.62999999999997,0.0,3.02675,2.47,-1.27,0.67,2.69,-1.0,0.28,0.42,-0.48,3.26,2.46,-1.21,0.66,1.17,-0.93,2.11,1.94,1.23,6.32,1.06,0.89,6.34,-2.38,0.87,26.33,9.9,9.9,0.5452764605971262,0.5011799619725411,0.044096498624585,6.76,3.02,3.14,4.61,4.59,-4.49,3.17,0.68,-0.33,3.6,-1.32,5.75,1.69,-4.09,7.13,1
2017-12-29,0.119024,-423.2300000000001,0.0,4.285500000000001,3.98,-1.26,-0.21,3.32,-1.32,-0.72,1.93,-0.91,2.49,3.81,-1.29,-0.27,2.33,-1.74,0.49,1.8,1.23,6.22,2.26,-0.09,4.13,-3.88,4.04,34.3,11.04,11.04,0.5087397211090039,0.495774651622079,0.0129650694869248,4.56,5.51,2.24,4.33,2.88,-3.68,5.7,-3.79,-1.36,13.87,-8.8,6.41,1.43,-2.23,5.13,1
2018-01-05,-0.0188519999999999,237.41000000000005,0.0,0.2120000000000015,5.41,-2.47,-3.64,5.34,-2.15,-4.63,4.57,-2.41,-0.75,5.34,-2.41,-3.76,3.83,-2.2,-2.57,4.5,0.82,0.69,4.69,-0.88,-5.08,0.4,6.4,33.33,9.22,9.22,0.5069333083908044,0.5074981399811289,-0.0005648315903244,3.9,5.71,-1.82,5.13,3.97,-7.31,7.7,-6.28,-7.58,16.35,-9.35,-1.5,4.48,-3.19,1.0,1
2018-01-12,-0.0937699999999999,79.15999999999997,0.0,-0.7907499999999988,3.71,1.16,-8.82,3.92,1.14,-7.87,4.51,-0.22,-5.61,3.76,1.11,-8.57,4.22,-0.21,-6.34,4.89,2.54,-6.15,5.22,2.59,-6.58,32.35,-10.22,13.08,10.16,10.16,0.4929509577415552,0.5235589305884761,-0.0306079728469209,-3.04,11.01,-0.82,-1.29,2.33,-12.01,4.66,1.59,-12.11,17.3,-2.06,-11.42,4.6,1.13,-5.6,1
2018-01-19,-0.1579519999999999,-200.41,0.0,-0.945249999999998,2.47,1.79,-5.64,1.53,1.99,-4.45,4.52,-0.3,-2.72,2.34,1.79,-5.38,3.12,0.91,-3.87,5.3,2.4,-3.15,4.42,3.69,-4.48,26.33,-2.38,15.06,11.27,11.27,0.4966462897316075,0.5326434902673365,-0.0359972005357289,-1.81,7.93,-0.22,-3.11,1.44,-9.37,0.41,2.73,-7.16,10.74,1.53,-4.7,6.45,2.18,-5.25,1
2018-01-26,-0.215699,22.659999999999968,0.0,1.316750000000002,0.56,2.17,-5.49,-0.13,3.08,-3.95,2.77,1.43,-2.85,0.46,2.32,-5.18,0.8,2.27,-3.77,6.74,1.95,-4.8,6.82,2.01,-5.68,38.72,-10.67,8.13,11.08,11.08,0.4811653338143297,0.502704086713524,-0.0215387528991942,3.24,8.57,-0.1,-3.71,3.47,-9.64,-0.44,3.43,-7.79,4.27,9.5,-1.41,5.46,4.23,-3.66,1
2018-02-02,-0.18415018,-229.91000000000005,0.0,-2.84525,-3.64,5.41,-5.02,-4.63,5.34,-2.89,-0.75,4.57,-3.08,-3.76,5.34,-4.58,-2.57,3.83,-2.52,0.69,4.5,-3.76,0.11,4.05,-4.6,31.61,7.48,17.52,17.31,17.31,0.4854366619702318,0.5069333083908044,-0.0214966464205725,-1.82,3.9,4.98,-7.31,5.13,-9.33,-7.58,7.7,-5.18,-1.5,16.35,-4.77,1.0,4.48,-2.55,0
2018-02-09,-0.1737565,-260.62,0.0,-1.4535,-8.82,3.71,1.86,-7.87,3.92,4.51,-5.61,4.51,4.14,-8.57,3.76,2.32,-6.34,4.22,2.51,-6.15,4.89,4.8,-6.26,3.98,2.16,13.08,32.35,23.14,29.06,29.06,0.4791260432684693,0.4929509577415552,-0.0138249144730859,-0.82,-3.04,9.25,-12.01,-1.29,2.58,-12.11,4.66,1.73,-11.42,17.3,2.44,-5.6,4.6,1.11,0
2018-02-16,-0.2564268,-80.82,0.0,-1.3837500000000005,-5.64,2.47,-1.79,-4.45,1.53,0.36,-2.72,4.52,1.6,-5.38,2.34,-1.38,-3.87,3.12,-0.16,-3.15,5.3,-0.18,-4.48,4.42,-2.78,15.06,26.33,21.92,19.46,19.46,0.4847138536975446,0.4966462897316075,-0.0119324360340629,-0.22,-1.81,4.72,-9.37,-3.11,-1.54,-7.16,0.41,0.07,-4.7,10.74,-0.64,-5.25,6.45,-0.34,0
2018-02-23,-0.398781,-13.389999999999986,0.0,2.542,-5.49,0.56,-4.45,-3.95,-0.13,-2.43,-2.85,2.77,-2.26,-5.18,0.46,-4.04,-3.77,0.8,-2.36,-4.8,6.74,-4.87,-5.48,6.34,-4.48,12.7,23.77,26.48,16.49,16.49,0.4823813249875632,0.4811653338143297,0.0012159911732335,-0.1,3.24,-2.6,-9.64,-3.71,-5.02,-7.79,-0.44,-2.87,-1.41,4.27,-9.53,-3.66,5.46,-5.67,0
2018-03-02,-0.5069859999999999,193.6,0.0,3.1677500000000016,-5.02,-3.64,-0.56,-2.89,-4.63,0.06,-3.08,-0.75,-1.3,-4.58,-3.76,-0.48,-2.52,-2.57,-1.15,-3.76,0.69,-1.96,-7.51,2.96,0.84,27.04,14.55,5.26,19.59,19.59,0.4851809482592592,0.4854366619702318,-0.0002557137109726,4.98,-1.82,0.75,-9.33,-7.31,-2.57,-5.18,-7.58,3.32,-4.77,-1.5,-2.26,-2.55,1.0,-2.79,0
2018-03-09,-0.528956,215.88,0.0,1.0697500000000009,1.86,-8.82,0.58,4.51,-7.87,-2.04,4.14,-5.61,-1.9,2.32,-8.57,0.06,2.51,-6.34,-1.71,4.8,-6.15,-2.75,2.27,-5.64,2.82,17.37,23.78,5.54,14.64,14.64,0.4923449762121097,0.4791260432684693,0.0132189329436404,9.25,-0.82,1.9,2.58,-12.01,-0.68,1.73,-12.11,5.65,2.44,-11.42,-6.3,1.11,-5.6,-0.34,0
2018-03-16,-0.494235,209.1,0.0,1.6285000000000007,-1.79,-5.64,0.86,0.36,-4.45,0.12,1.6,-2.72,-2.49,-1.38,-5.38,0.69,-0.16,-3.87,-0.41,-0.18,-3.15,-0.83,-2.22,-4.27,4.02,20.39,17.28,14.09,15.8,15.8,0.4947992636067507,0.4847138536975446,0.010085409909206,4.72,-0.22,1.07,-1.54,-9.37,2.48,0.07,-7.16,4.84,-0.64,-4.7,-9.86,-0.34,-5.25,0.24,0
2018-03-23,-0.397528,-37.70999999999998,0.0,-0.3397499999999994,-4.45,-5.49,7.27,-2.43,-3.95,4.53,-2.26,-2.85,2.3,-4.04,-5.18,6.7,-2.36,-3.77,4.28,-4.87,-4.8,2.21,-4.48,-5.48,6.66,23.72,18.59,-2.8,24.87,24.87,0.5100217967966043,0.4823813249875632,0.027640471809041,-2.6,-0.1,5.41,-5.02,-9.64,9.7,-2.87,-7.79,15.39,-9.53,-1.41,7.64,-5.67,-3.66,2.1,0
2018-04-06,-0.233928,78.82,0.0,0.3457500000000006,0.36,-1.67,5.34,-1.23,0.42,4.57,-1.35,0.49,4.14,0.02,-1.24,5.19,-1.72,0.62,4.67,-2.99,0.71,1.79,1.47,-1.53,2.27,6.82,17.66,-9.18,21.49,21.49,0.5024111862182452,0.4888095044036546,0.0136016818145905,-0.66,9.19,-1.88,-0.24,-2.62,3.19,5.68,-2.76,11.98,-4.41,-2.84,2.52,-1.38,-0.16,-1.42,0
2018-04-13,-0.165294,-270.05999999999995,0.0,0.6494999999999994,1.85,-1.13,6.15,0.09,1.91,4.85,-2.64,3.12,5.71,1.46,-0.54,5.89,-0.6,1.33,4.82,-2.13,1.36,2.26,4.22,0.23,1.54,11.23,23.29,-12.32,17.41,17.41,0.5170258715186695,0.4906575905581485,0.026368280960521,2.87,5.98,-0.68,2.2,1.33,0.17,8.51,-2.14,13.13,-9.84,0.3,11.39,2.23,0.06,-2.21,0
2018-04-20,-0.1512909999999999,-105.28000000000004,0.0,-3.377999999999999,4.68,-3.33,6.66,2.81,-0.61,4.53,-0.29,-0.6,5.57,4.29,-2.8,6.21,2.64,-1.02,3.93,-0.45,-0.43,1.48,4.58,-1.31,2.65,-7.46,26.48,4.33,16.88,16.88,0.5143464578947339,0.5018137200937834,0.0125327378009504,1.92,4.63,-3.06,6.7,-2.76,-7.01,9.63,0.11,14.4,2.56,-8.26,1.85,-2.17,-3.67,1.17,0
2018-04-27,-0.2241771,13.52000000000001,0.0,0.6265000000000004,6.49,-2.59,1.74,4.73,-1.68,2.34,3.55,-2.35,2.85,6.15,-2.42,1.83,4.93,-2.18,1.49,2.36,-3.32,-0.61,5.03,-0.2,-2.04,-2.56,7.19,-3.13,15.41,15.41,0.4888000787634698,0.5101045392231316,-0.0213044604596617,1.43,-3.51,-4.88,8.6,-4.84,-8.43,14.0,-0.79,4.06,4.49,-8.59,0.5,-0.18,-5.65,-0.77,0
2018-05-04,-0.3087499999999999,-232.89,0.0,-0.6224999999999998,5.34,0.36,1.58,4.57,-1.23,3.08,4.14,-1.35,2.35,5.19,0.02,1.81,4.67,-1.72,1.07,1.79,-2.99,1.43,2.27,1.47,0.44,-9.18,6.82,-23.66,14.77,14.77,0.4944999369617529,0.5024111862182452,-0.0079112492564923,-1.88,-0.66,-3.79,3.19,-0.24,-7.3,11.98,5.68,3.39,2.52,-4.41,8.25,-1.42,-1.38,-4.42,0
2018-05-11,-0.3016934,156.3,0.0,-0.3319999999999989,6.42,1.67,0.17,5.12,-0.45,2.57,5.32,-1.61,1.77,6.14,1.22,0.56,4.56,-1.07,0.25,1.96,-2.5,0.57,1.43,4.38,-0.38,-12.32,11.23,-16.08,12.65,12.65,0.5240361488269859,0.5131410182724534,0.0108951305545325,-0.72,3.0,-6.74,1.33,2.19,-9.93,11.89,6.43,3.91,12.75,-9.09,0.75,-1.57,1.81,-6.08,0
2018-05-18,-0.2105346999999999,-69.23000000000002,0.0,4.368500000000001,6.14,3.79,-1.9,4.18,2.15,0.05,5.38,-0.77,1.12,5.73,3.44,-1.53,3.73,1.92,-0.47,0.23,0.24,0.24,1.57,5.18,-3.14,-5.07,-2.8,-9.48,13.42,13.42,0.5205583345967363,0.5306412245601279,-0.0100828899633915,-3.13,-0.81,-6.04,-6.52,5.04,-4.18,13.51,11.34,-2.47,0.62,2.65,0.05,-0.09,-2.62,-6.75,0
2018-05-25,-0.030587,414.17,0.0,1.6540000000000006,4.16,6.02,-2.85,4.83,3.86,-1.59,4.07,2.32,-0.33,4.2,5.6,-2.58,2.34,4.38,-0.87,0.88,1.79,-1.19,-0.44,5.88,-5.11,-11.1,-6.44,3.3,13.22,13.22,0.5078533340578129,0.5140776786451273,-0.0062243445873144,-1.81,1.87,-7.63,-7.91,9.27,-5.57,3.7,12.61,0.34,2.01,1.8,-2.25,1.19,-0.2,-6.75,0
2018-06-01,0.207591,-19.17999999999995,0.0,0.13825,2.1,7.24,-0.84,2.33,6.45,-0.73,2.29,5.08,-0.18,2.09,7.07,-0.83,0.69,6.26,-1.07,1.56,0.75,-0.94,1.09,2.43,-4.11,-21.4,-9.06,15.34,13.46,13.46,0.524027993770945,0.4874125080613654,0.0366154857095795,-1.73,-0.94,-6.39,-8.34,7.82,-5.69,5.35,13.62,0.28,6.54,3.74,-5.06,-1.52,-1.27,-0.47,0
2018-06-08,0.370278,48.74000000000001,0.0,0.992,-0.26,6.12,-0.83,2.23,5.31,-2.56,1.8,4.84,-0.88,0.16,5.93,-1.14,0.33,4.46,-1.62,0.67,1.97,-1.12,-0.79,2.0,-3.24,-9.25,-8.87,-6.84,12.18,12.18,0.4938557458068943,0.5054691320564328,-0.0116133862495385,-6.92,-0.37,-6.28,-10.77,1.84,1.88,3.51,11.48,-0.81,2.03,9.87,-14.3,-5.92,-0.22,-0.65,0
